Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;
02.08.18;07:31:14;1;1;0.1382;0.1735;0.1990;0.2735;0.3059;0.2833;0.2853;0.2990;0.2240;0.2990;0.2539;0.1779;0.1936;0.3054;0.3848;0.4593;0.6127;0.6735;0.6343;0.6132;0.6593;0.5054;0.6745;0.5799;0.4181;0.4539;0.547;0.549;0.567;0.554;0.546;0.553;0.535;0.546;0.557;0.557;0.562;0.574;0.573;
