Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Fm'17;Fm'18;Fm'19;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;Y(II)17;Y(II)18;Y(II)19;
03.08.18;05:55:12;1;1;0.2167;0.1966;0.2020;0.1662;0.2118;0.1887;0.2005;0.1623;0.1907;0.2221;0.1838;0.1676;0.1907;0.1549;0.2211;0.2240;0.2132;0.1868;0.1662;0.4750;0.4490;0.4426;0.3833;0.4662;0.4270;0.4515;0.3814;0.4485;0.5162;0.4255;0.3838;0.4368;0.3569;0.4956;0.5132;0.4838;0.4279;0.3755;0.544;0.562;0.544;0.566;0.546;0.558;0.556;0.575;0.575;0.570;0.568;0.563;0.563;0.566;0.554;0.564;0.559;0.564;0.557;
