Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;
22.03.19;07:26:59;1;1;0.2245;0.1784;0.2186;0.2912;0.2103;0.2892;0.2510;0.1662;0.2583;0.2877;0.4304;0.3279;0.4152;0.5412;0.4270;0.5681;0.4819;0.3157;0.4814;0.5353;0.478;0.456;0.473;0.462;0.507;0.491;0.479;0.474;0.463;0.462;
