Date;Time;No.;PAR;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;Fm'1;Fm'2;Fm'3;Fm'4;Fm'5;Fm'6;Fm'7;Fm'8;Fm'9;Fm'10;Fm'11;Fm'12;Fm'13;Fm'14;Fm'15;Fm'16;Y(II)1;Y(II)2;Y(II)3;Y(II)4;Y(II)5;Y(II)6;Y(II)7;Y(II)8;Y(II)9;Y(II)10;Y(II)11;Y(II)12;Y(II)13;Y(II)14;Y(II)15;Y(II)16;
19.07.18;06:18:43;1;2;0.2505;0.2510;0.2672;0.2902;0.2613;0.3010;0.2662;0.2667;0.2897;0.3015;0.2931;0.2946;0.3049;0.2623;0.2809;0.2716;0.5471;0.5510;0.5799;0.6230;0.5711;0.6368;0.5647;0.5667;0.6132;0.6289;0.6186;0.6206;0.6363;0.5407;0.5828;0.5603;0.542;0.544;0.539;0.534;0.542;0.527;0.529;0.529;0.528;0.521;0.526;0.525;0.521;0.515;0.518;0.515;
